,num_components,value
0,0,1.3598602657259136
1,0,8.511067440426316
2,0,1.0525486389108494
3,0,7.057957465925938
4,0,0.12398860674694845
5,0,4.837508201187333
6,0,2.040139637653269
7,0,2.047033021431048
8,0,14.008024418641412
9,0,1.834233988727206
10,0,7.498950685387911
11,0,6.944771557518479
12,0,4.775682560651816
13,0,1.2498117269944373
14,0,0.1002682398696777
15,0,9.295632051117423
16,0,11.934591768457167
17,0,11.400972513286007
18,0,11.45323976962927
19,0,9.27190928398582
20,0,0.14748267463099296
21,0,7.704011649437177
22,0,7.938990879922841
23,0,9.53199200314981
24,0,2.1453733803955544
25,0,8.193020899353428
26,0,6.036293471582141
27,0,5.761325187570407
28,0,7.230957045257739
29,0,3.258609164720667
30,0,10.221704667358253
31,0,0.1299655581640593
32,1,1.3598602657259136
33,1,8.511067440426316
34,1,1.0525486389108494
35,1,7.057957465925938
36,1,0.12398860674694845
37,1,4.837508201187333
38,1,2.040139637653269
39,1,2.047033021431048
40,1,14.008024418641412
41,1,1.834233988727206
42,1,7.498950685387911
43,1,6.944771557518479
44,1,4.775682560651816
45,1,1.2498117269944373
46,1,0.1002682398696777
47,1,9.295632051117423
48,1,11.934591768457167
49,1,11.400972513285993
50,1,11.45323976962927
51,1,9.27190928398582
52,1,0.14748267463099296
53,1,7.704011649437177
54,1,7.938990879922841
55,1,9.53199200314981
56,1,2.1453733803955544
57,1,8.193020899353428
58,1,6.036293471582141
59,1,5.761325187570407
60,1,7.230957045257739
61,1,3.258609164720667
62,1,10.221704667358253
63,1,0.1299655581640593
64,2,1.3882184046010764
65,2,8.559446113681688
66,2,1.0622006373615562
67,2,7.221706526651431
68,2,0.013014180199775183
69,2,4.829712175389048
70,2,2.1633992546807406
71,2,2.0151064945001167
72,2,14.276355066761766
73,2,1.8776212904221694
74,2,7.507866942781959
75,2,7.024572213915135
76,2,4.841062376580766
77,2,1.370960032956944
78,2,0.3281144838168899
79,2,10.672756522961933
80,2,11.957128623052142
81,2,13.028212031902186
82,2,11.536572098052453
83,2,9.322614222385681
84,2,0.1680300960362473
85,2,8.076926360833994
86,2,8.04593625378925
87,2,9.556408700593039
88,2,2.2298004674655942
89,2,8.29595023820633
90,2,6.037712060205905
91,2,6.816789231083064
92,2,7.2760034760462275
93,2,3.2415399373430347
94,2,11.305306007105045
95,2,0.07651708531020063
96,3,1.383265520646546
97,3,8.5806723928401
98,3,1.055104432117517
99,3,7.128410044056139
100,3,1.1875534804314754
101,3,5.088465953489731
102,3,2.000734036726527
103,3,2.4011053163868894
104,3,14.291405689506604
105,3,1.735985549477462
106,3,7.263011416126105
107,3,7.19927205324997
108,3,4.270051763923547
109,3,5.386005673129006
110,3,0.32790298104804094
111,3,10.57850529233086
112,3,11.972848736364128
113,3,13.047780595466122
114,3,13.79230886032068
115,3,9.761719559422517
116,3,0.27356791224369204
117,3,7.046525335904462
118,3,8.060388473728608
119,3,9.164046111925416
120,3,2.2292936780075223
121,3,9.269205797039234
122,3,5.823764358197778
123,3,10.374799673691697
124,3,7.276632261952244
125,3,3.239399563999825
126,3,11.32171107372092
127,3,0.48611390685699973
128,4,2.001596919379537
129,4,8.671163644205052
130,4,2.0267710973457014
131,4,6.718490682997697
132,4,2.4399366130080864
133,4,6.490227219670672
134,4,2.763804967089854
135,4,1.8804310124469623
136,4,14.399801855630756
137,4,1.9276094876048546
138,4,7.283071022855282
139,4,6.943473188807673
140,4,6.875076838430161
141,4,0.7122699331717683
142,4,2.39385162440864
143,4,5.692471841403204
144,4,11.942717256316726
145,4,11.159694859270317
146,4,11.611327289741887
147,4,7.9492283105651325
148,4,1.774693435144414
149,4,7.820080146748353
150,4,8.238687737766995
151,4,9.306174912854132
152,4,8.061020559438276
153,4,8.310196736415435
154,4,5.833245406274244
155,4,7.121421504619818
156,4,9.150470285854084
157,4,3.4871431801918504
158,4,9.11639769996792
159,4,0.8071854532714156
160,5,0.5586833487455465
161,5,8.675362848427127
162,5,4.901336333081346
163,5,8.878347992542132
164,5,0.8805260312830825
165,5,6.778818614607204
166,5,1.572625029197269
167,5,3.7784057987981186
168,5,13.603673721693866
169,5,2.9716897304249983
170,5,6.463673865146845
171,5,5.787946990225009
172,5,3.491766847285078
173,5,0.2718089975356577
174,5,5.182794744419169
175,5,8.380019184731012
176,5,11.029991911247876
